HOST_NAME,MAX(HOST_LISTINGS_COUNT),AVG(REVIEW_SCORES_RATING)
Dax,1,92.000000
Linus,1,91.000000
Marjory,1,100.000000
Nannie,1,92.500000
Raphaelle,1,92.500000
Gerk,1,95.000000
Tiemen & Gaudi,1,100.000000
Stevin And Jol,1,99.000000
Anne Claire,1,80.000000
Carli,1,97.000000
Nigina,1,96.000000
Giselle,1,97.000000
Oriol,1,
Len,1,98.333333
Mathieu,1,97.250000
Mendel & Gillian,1,100.000000
Tay,1,60.000000
Pookie,1,100.000000
Luc En Liske,1,96.000000
Angelina,1,99.000000
Joleen,1,97.000000
Eveline & Sebastiaan,1,98.000000
Aleksandra,1,92.500000
Lieza,1,97.000000
Yvon & Jan,1,97.000000
Charon,1,
Jana,1,92.250000
Asbjørn,1,84.000000
Floris & Britt,1,97.000000
Hector,1,91.000000
Leonie,1,96.269231
Neima,1,100.000000
Jennifer Johanna,1,95.000000
Sophie And Egbert,1,98.000000
Fernanda,1,95.000000
Coert,1,93.000000
Rudy & Carol,1,97.000000
Afroditi,1,88.000000
Ilija,1,89.000000
Valérie,1,96.000000
Inbal,1,91.000000
Elodie,1,99.000000
Minna,1,98.000000
Kolja,1,100.000000
Adam & Sonia,1,100.000000
Jad,1,92.000000
Yoka,1,95.000000
Lincy,1,96.000000
Nanda En Arno,1,96.000000
Julee,1,94.000000
Shannice,1,89.000000
Jean-Philippe,1,84.500000
Berhane,1,91.000000
Vic En Victoria,1,97.000000
Marischa,1,100.000000
Brend & Vera,1,94.000000
Lotte & Unai,1,92.000000
Sara-Marie,1,60.000000
Azarakhsh,1,97.000000
Kawa,1,85.000000
Karoll,1,100.000000
Philippine,1,98.250000
Dids,1,99.000000
Stephanie & Sebastian,1,95.000000
Otto And Yvonne,1,95.000000
Rachelle,1,98.000000
Félice,1,89.000000
Amparo,1,100.000000
Miranda,1,94.500000
Elliott & Lucille,1,
Giri,1,96.000000
Tiel,1,
Jolien & Frank,1,100.000000
Vosse,1,97.000000
Lèneke,1,99.000000
Dre&Kareltje,1,97.000000
Depali,1,
Clementine,1,98.000000
Godelief,1,96.000000
Raza,1,98.000000
Ems,1,100.000000
Albert,1,96.222222
Rakel Hrund,1,
Benno,1,89.000000
Savina,1,94.000000
Emanuele,1,91.000000
Juliana,1,95.333333
Onne,1,98.000000
Maddy,1,97.000000
Jannike,1,100.000000
Karola,1,
Take & Eline,1,99.000000
Vanessa,1,95.833333
Katinka,1,96.500000
Monfrans,1,97.000000
Mieszko,1,85.000000
Renee,1,95.357143
Viktor,1,87.000000
Dorith,1,
Tolgay & Fadime,1,92.000000
Annebet,1,100.000000
Veronique,1,95.666667
Alban,1,96.000000
Anker,1,96.000000
Dirk.Jacob,1,87.000000
Mariusz,1,100.000000
Audrea,1,100.000000
Kangi,1,
Gonzalo,1,96.500000
Eirini,1,98.000000
Shawna,1,93.000000
Gregor,1,97.000000
Seppe,1,98.000000
Pomme,1,100.000000
Natachia,1,100.000000
Smadar,1,100.000000
Roel En Malou,1,99.000000
Shambhavi,1,90.000000
Renger,1,96.000000
Alvaro,1,100.000000
Alison,1,98.000000
Liona,1,100.000000
Yanieke,1,100.000000
Laura-Lé,1,86.000000
Sully,1,100.000000
Ula,1,96.000000
S. Melo,1,94.000000
Thijs & Fanny,1,100.000000
Dudink,1,92.000000
Jiddeau,1,100.000000
Vangelis,1,94.000000
Bolo,1,86.000000
Emilija,1,
Pınar,1,90.000000
Joseph,1,100.000000
Mash,1,93.000000
Marrigje,1,99.000000
Dieuwertje,1,93.000000
Mathis,1,85.000000
Friederike,1,100.000000
Brittney,1,100.000000
Britt &Kenny,1,96.000000
Sass,1,90.000000
Spike,1,100.000000
Dennelise,1,95.000000
Jade,1,100.000000
Rosien,1,95.000000
Reino,1,100.000000
Manni,1,96.000000
Anna&Jaap,1,97.000000
Robbyn,1,97.000000
Gabie,1,
DanMar,1,98.000000
Samir,1,99.000000
Annelou,1,98.000000
Dayenne,1,96.000000
Enzo,1,93.000000
Sylvana,1,85.000000
Tuhami,1,84.000000
Feike,1,98.000000
VictorLuke,1,92.000000
Genesio,1,95.000000
Elzbieta,1,83.000000
Welmoed,1,100.000000
Veronic,1,100.000000
Jose Miguel,1,93.000000
Inês & Rembrant,1,93.000000
Job En Suzanne,1,97.000000
Kora,1,99.000000
Tjalling,1,95.500000
Siu Lin,1,97.000000
Zeno,1,97.500000
Anouk And Chris,1,100.000000
Alexandros,1,91.666667
Manousch,1,97.000000
Erin,1,
Constant Fonk,1,99.000000
Pitrik,1,
Alëna,1,96.000000
Femy,1,100.000000
Lynne,1,89.000000
Anrik,1,99.000000
Angelique,1,96.571429
Soe,1,
Charlie,1,95.000000
Hinde,1,96.000000
Benten,1,100.000000
Jori,1,90.000000
Jord,1,92.000000
Kg,1,98.000000
Marjanne,1,96.000000
Geeth,1,90.000000
Jet,1,96.100000
Michel And Meggie,1,100.000000
Tromp,1,90.000000
Heather Rose,1,98.000000
Keren,1,89.000000
Penny,1,95.000000
Matt,1,91.666667
Idan,1,
Virginia Y David,1,86.000000
Shan Kai,1,100.000000
Mi Young,1,
Tattie,1,100.000000
L.,1,91.000000
Fred Alexander,1,100.000000
Arnold,1,94.000000
L,1,100.000000
Ana,1,97.500000
Selcuk,1,88.000000
Werner,1,97.250000
Carien,1,97.666667
Chien & Sophie,1,100.000000
Jasper & Diane,1,100.000000
Chay And Reut,1,96.000000
Eva Marguérite,1,100.000000
Bobby,1,99.000000
Vitomir,1,100.000000
Constance,1,93.000000
Kamla,1,99.000000
Annette & Henk,1,99.000000
Roosmarijn,1,95.000000
Melanie & Menno,1,93.000000
Claar,1,100.000000
Maaike En Merijn,1,98.000000
Wilfried,1,99.000000
Lisette & Armand,1,95.000000
Brunia,1,
Konstantinos,1,100.000000
Fien,1,98.000000
Jasmine,1,91.000000
Lot,1,92.666667
Eefje,1,98.400000
Marlous & Michiel,1,96.000000
EJ&Yv,1,98.000000
Sybren,1,100.000000
Juliet,1,100.000000
Alexander & Chavon,1,90.000000
Beat,1,93.000000
Estelle,1,91.500000
Roel & Joyce,1,94.000000
Peggy,1,97.666667
Rijmert,1,91.000000
Sammi,1,99.000000
Anne-Beth,1,94.000000
Kelli,1,98.500000
Siete,1,99.000000
Farida,1,95.000000
Esther & Michel,1,97.000000
Harriet,1,96.333333
Teunis,1,99.000000
Gonny,1,87.000000
Antoinette,1,92.250000
Etty,1,95.000000
Tobia,1,100.000000
Felicitas,1,99.000000
Catelijne,1,95.000000
Deborah,1,97.000000
Geert,1,95.000000
Channah,1,80.000000
Dee,1,100.000000
Janto (B),1,92.000000
Hallie,1,100.000000
Anniek,1,97.333333
Margriet,1,96.714286
Jill,1,95.666667
Sjouke,1,92.000000
Geo,1,97.000000
Annika & Willem,1,99.000000
June,1,80.000000
Yoeri,1,100.000000
Eveline En Huib,1,100.000000
Nour,1,88.000000
Emmely,1,94.000000
Archisman,1,96.000000
Sebastien,1,94.000000
Leyla,1,100.000000
Guerino,1,
Djai,1,
Isah,1,
Arjen & Roos,1,100.000000
Tarana,1,
Mariam & Norbert,1,96.000000
Yelizaveta,1,87.000000
Fenna,1,96.000000
Giusi,1,92.000000
Burak,1,93.000000
Evi,1,96.500000
Safir,1,94.000000
Jeroen & Maaike,1,93.000000
Roeland,1,95.000000
Lizette & Harold,1,96.000000
Alvina,1,
Sophieke,1,100.000000
Rebeka,1,
Tamarah,1,100.000000
Lana,1,
Priscilla,1,100.000000
Oskari,1,100.000000
Danza,1,83.000000
Héctor,1,100.000000
Shav,1,98.000000
Meta,1,100.000000
Djamel,1,
Aart,1,95.666667
Maarten & Sanne,1,95.000000
Marrit,1,94.000000
Marcos,1,80.000000
Timothy,1,96.333333
Mojan,1,94.000000
Cherique,1,97.000000
Martien,1,98.500000
Alco En Wen,1,100.000000
Folker,1,92.000000
Jelle & Lonneke,1,100.000000
Stela,1,
Jansen,1,91.000000
Gökçe &  Axel,1,98.000000
Aika,1,100.000000
Casper & Simone,1,100.000000
Cathy,1,
Jady,1,96.000000
Freya,1,93.000000
Malu,1,97.500000
Sheikh,1,83.000000
Georgina,1,98.666667
Flynn,1,100.000000
Indre,1,
Solange,1,80.000000
Thom,1,96.000000
Barna,1,94.000000
Eser,1,
Diede,1,100.000000
Tjeerd W.,1,89.000000
Riemkje Layla En Merel,1,100.000000
Jan-Jelle,1,
Suus@Wally,1,80.000000
Nader,1,100.000000
Boy,1,95.400000
Kedy,1,97.000000
Maudy,1,100.000000
Morris,1,100.000000
Dev,1,100.000000
Joanna,1,90.000000
Mickyla,1,93.000000
Begona,1,100.000000
Marissa,1,96.800000
Roel & Marja,1,100.000000
Maureen,1,96.000000
Dorothee,1,93.000000
Arjuna,1,98.000000
Glenda,1,98.000000
Sébastien,1,73.000000
Frithjof,1,100.000000
Adams,1,
Lorenz,1,93.000000
Brent,1,89.000000
Rhian,1,100.000000
Ilana,1,98.333333
Eliane,1,90.250000
Querida,1,80.000000
Tetske,1,99.000000
Dirk Jan,1,94.000000
Finley,1,
Mirtha Lorena,1,
Taf,1,93.000000
R.A,1,90.000000
Hardy,1,100.000000
Ogge,1,
Birre,1,100.000000
Jørgen & Tessa,1,100.000000
Olmo,1,90.000000
Eleni,1,97.333333
Gjalt,1,94.500000
Bnar,1,94.000000
Nat,1,97.000000
Gilbert,1,92.000000
Sanneke,1,93.000000
Nienja,1,93.000000
Irasema,1,100.000000
Ernest,1,88.500000
Coco,1,85.000000
Darcus,1,
Didzis & Brittany,1,99.000000
Thale,1,97.000000
Reggy,1,96.000000
Chantalle,1,98.000000
Kertu,1,100.000000
Enno,1,100.000000
Jordie,1,100.000000
Lah,1,100.000000
Jorgen,1,98.500000
Glenn & Nicolien,1,100.000000
Jeltje,1,96.000000
Solveig,1,93.000000
Tijmen,1,94.333333
Kalina,1,95.000000
Julieta,1,
Damlanur,1,
Annemarie & Sander,1,98.000000
Horia,1,
Nacho,1,
雨婷,1,
Sylvain,1,
Noora,1,
Miechiel,1,
Boudie,1,100.000000
Kellie,1,96.000000
Lity,1,90.000000
Kobe,1,
Saima,1,
Eelke & Erwin,1,100.000000
Felice,1,98.000000
"Joost, Cristina And Lima",1,99.000000
Team Marcel,1,
Selçuk,1,93.000000
Alfred,1,93.000000
Patryk,1,
Jacobien,1,100.000000
T,1,100.000000
Alonzo,1,
Masja,1,
Silverelise,1,100.000000
Kristy,1,99.000000
Naya,1,93.000000
Faraz,1,
Antonio,1,99.666667
Indy,1,92.000000
Juanpablo,1,60.000000
Tjalle,1,100.000000
Johnny,1,83.000000
Jurran,1,100.000000
Ai Lien,1,100.000000
Elnara,1,70.000000
Inga,1,98.000000
Christian & Tiina,1,100.000000
Asli,1,
Pinar,1,93.000000
Olle,1,99.000000
Rositza,1,
Donui,1,
Aurelie,1,98.750000
Luca,1,100.000000
Gijsje,1,100.000000
Emil,1,99.000000
Joggie,1,100.000000
Freddie,1,85.000000
Jean-Luc,1,100.000000
Carlotta,1,100.000000
Mitchell-Lee,1,97.000000
Romano & Stephanie,1,80.000000
B.J.,1,100.000000
Jakobus,1,100.000000
César,1,75.000000
Mariken,1,100.000000
Grieke,1,
Shariff,1,100.000000
Zicht,1,87.000000
Tjitte,1,87.000000
Cato,1,92.000000
Etti,1,92.000000
Edi,1,100.000000
Galina,1,100.000000
Esra,1,93.500000
Rinske,1,100.000000
Ilaria,1,87.000000
DAvíd,1,60.000000
Fieke,1,97.500000
Myrthe,1,96.363636
Samantha,1,96.800000
Tata,1,92.000000
Klaartje,1,94.250000
Malgorzata,1,92.500000
Jennemiek,1,98.000000
Magdalena,1,95.400000
Carrel,1,97.000000
Ashley,1,97.333333
Rene & Karin,1,100.000000
Alexandre,1,100.000000
Stefe,1,90.000000
Donny,1,94.000000
Hj,1,100.000000
Mace,1,89.000000
Johanneke,1,98.000000
Jan Hein,1,93.000000
Toon,1,96.500000
Marinus,1,98.000000
Tieke,1,100.000000
Ioana,1,100.000000
Vinoo,1,95.000000
Ludwig,1,95.000000
Daantje,1,100.000000
Ñusta,1,100.000000
Crispijn,1,96.000000
Melissa Helena,1,96.000000
Maciej,1,97.000000
Lotte & Sjoerd,1,94.000000
Lonneke,1,95.428571
Stevie,1,93.000000
Zolzaya,1,88.000000
Faye,1,95.000000
Diego,1,95.000000
Florinde,1,100.000000
Manouk,1,97.333333
Albane,1,98.000000
Federica,1,94.666667
Gerald,1,98.000000
Barbe,1,96.000000
Jules,1,93.250000
Richart,1,100.000000
Fransien,1,90.000000
Gerda,1,90.666667
Klaas&Evelien,1,100.000000
Henk-Jan,1,93.000000
Maika,1,98.000000
Hein-Jan,1,100.000000
Tobias,1,99.000000
Aletta & Michiel,1,96.000000
Gwenda,1,80.000000
Tristan,1,97.500000
Alexis,1,98.000000
Rafael,1,
Guus,1,92.500000
Muhammad,1,67.000000
Nathan,1,96.000000
Chiel,1,100.000000
Liesanne,1,94.000000
Lennert,1,92.500000
Esme,1,100.000000
Clem,1,92.000000
Spitsneus,1,96.000000
Farnoosh And Karl,1,98.000000
Liis,1,100.000000
Fynn,1,95.000000
Ariadna,1,
Ulrich,1,84.000000
Philip & Zhenia,1,100.000000
Joop & Ine,1,100.000000
Sarah Anna,1,98.000000
Rein,1,100.000000
Christie,1,100.000000
Leopold,1,93.000000
Sandra & Marc,1,100.000000
Lis,1,98.000000
Isaac,1,93.000000
Fabrice,1,97.000000
Janetta,1,99.000000
Tomi,1,99.000000
Annabella,1,100.000000
Marian,1,95.666667
Melize,1,100.000000
Kristian,1,93.500000
Cora,1,98.000000
Priti,1,93.000000
August,1,90.000000
Balazs,1,96.000000
Veroniek,1,99.000000
Demir,1,100.000000
Mariella,1,100.000000
Guy,1,94.666667
Meik,1,93.000000
Hayley,1,96.000000
Rob En Marjan,1,100.000000
Jacco,1,96.333333
Karien En Pieter,1,97.000000
Ardine,1,92.000000
Henriek,1,92.000000
Jorrit Frederik,1,100.000000
Henry And Elsemiek,1,91.000000
Hicham,1,92.500000
Aldegonda,1,100.000000
Sieb,1,88.000000
C,1,96.666667
Kerstin,1,97.000000
Ameen,1,99.000000
Philippe,1,96.000000
Yasmine,1,95.000000
Geke,1,88.500000
Astrid & Frank,1,98.000000
Marthe,1,96.500000
Marjan,1,97.800000
Paulien,1,95.500000
Grissell,1,100.000000
Eliska,1,93.000000
Michael Jacques,1,92.000000
Fatiha,1,93.000000
Earth-Lord,1,
Neeltje,1,100.000000
Anabel,1,85.000000
Yaniv,1,90.500000
Colinda,1,
Mariëlle,1,98.000000
Katelyn,1,85.500000
Jonathan & Monika,1,97.000000
Palmyra,1,96.000000
Ceren,1,97.000000
Emelien,1,
Jojanneke,1,95.000000
Shanna,1,100.000000
Roeslan,1,100.000000
Marisol,1,98.000000
Didi,1,99.000000
Qazal,1,98.000000
Kurt,1,100.000000
Bella,1,50.000000
Zorro,1,97.000000
Yolanda,1,97.500000
Vee,1,100.000000
Kimberley,1,92.500000
Mikael,1,94.000000
Lisa & Jelmer,1,100.000000
Kristoph,1,100.000000
Federico,1,95.500000
Bente,1,
Bo,1,81.666667
Esmée,1,100.000000
Liesje,1,100.000000
Oriane,1,90.000000
Floss,1,
Irene & Ahmed,1,90.000000
Dha,1,95.000000
Begum,1,91.000000
Aletta,1,94.000000
Charlot,1,97.000000
Hendrik-Jan,1,
Jenn,1,95.000000
Machiel,1,98.000000
Ra & An,1,100.000000
Edimilson,1,97.000000
Silvester,1,80.000000
Hilmer,1,96.000000
Grietje,1,96.500000
Gernant,1,100.000000
Felix And Caro,1,98.000000
Catarina,1,100.000000
Nim,1,100.000000
Cecily,1,98.000000
Quirijn,1,93.666667
Katrien,1,99.500000
Anique,1,98.500000
Janina,1,89.000000
Tatiana,1,99.500000
Marja & Luc,1,98.000000
Ailene,1,
Juan,1,92.400000
Lotus+Joep,1,96.000000
Robbie,1,86.500000
Ezzie,1,100.000000
Tjaard,1,95.000000
Peet,1,100.000000
Maaike & Menno,1,98.000000
Jaimy,1,90.000000
Chaka,1,100.000000
Maura & Camille,1,90.000000
Kenny,1,88.000000
Heather,1,97.500000
Justine,1,99.500000
At,1,84.000000
Dolores,1,92.000000
Kathelijn,1,100.000000
Pavle,1,89.000000
E.,1,100.000000
Anna&Marnix,1,97.000000
Bibi,1,95.000000
Sergio,1,92.666667
Conor,1,96.666667
Arlette,1,98.000000
La Toya,1,60.000000
Ram,1,96.000000
Adriano,1,96.000000
Sip,1,100.000000
Mahyar,1,90.000000
Angelo,1,99.000000
Aukeline,1,100.000000
Ken & Kristi,1,98.000000
Emre & Kate,1,96.000000
Myra,1,96.333333
Jes,1,95.000000
Milko,1,93.000000
Mireille & Daan,1,98.000000
Michelia,1,94.000000
Arend & Diana,1,96.000000
Annemiek & Eric,1,95.000000
Scarlett,1,89.000000
Remon,1,99.000000
Aqua,1,98.000000
Herman,1,95.500000
Felicia & Marc,1,91.000000
Daryl,1,97.000000
Mark & Liselot,1,98.000000
Lieselotte & Titus,1,100.000000
Haris,1,
Lou,1,98.000000
Najah,1,94.000000
Paul & Linde,1,97.000000
Kenzo,1,98.000000
Maarten En Sophia,1,99.000000
Margie,1,
Lastenia & Veronica,1,88.000000
Ad & Anna,1,97.000000
Robin And Jocelyn,1,93.000000
Nirma,1,86.000000
Cindy En Marc,1,93.000000
Kassie,1,98.000000
Jord & Laura,1,92.000000
Maria Elena,1,100.000000
Sanjay,1,
Tommy & Esmee,1,98.000000
Camiel,1,92.500000
Joachim,1,98.500000
Eve & San,1,98.000000
Pay,1,93.000000
Jordis,1,89.000000
Sean,1,94.000000
Carlinke,1,93.000000
Mado,1,
Johan & Sandra,1,98.000000
Robert-Willem,1,89.000000
Familie,1,100.000000
Hermann,1,99.000000
Arjan & Lieverd,1,96.000000
Bram & Maartje,1,97.000000
Mareille,1,91.500000
Ghislaine,1,
Noel,1,80.000000
Rutger & Mariella,1,98.000000
Loïs,1,97.000000
Annemarie & Patrick,1,99.000000
Debra And Benjamin,1,94.000000
Sari,1,97.000000
Lisa Kim,1,96.000000
Iain,1,100.000000
Anna Sophie,1,96.000000
Oron,1,96.000000
Stefania&Pierluigi,1,94.000000
Millie,1,91.000000
Greke,1,97.000000
Gülçe,1,97.000000
Lotte & Seb,1,99.000000
Royce,1,100.000000
Chika,1,95.000000
Erik & Margriet,1,98.000000
Iwona,1,99.000000
Emmy & David,1,95.000000
Kevin & Marloes,1,100.000000
Jaap & Merit,1,92.000000
Sarah Mei,1,96.000000
Jan-Geert,1,99.000000
Mohamoud,1,96.000000
Hiske & Michel,1,96.000000
Ilan,1,89.000000
Sarah & Flavio,1,96.000000
Janneke En Robert,1,95.000000
Tamira,1,100.000000
Walther,1,98.000000
Tiko,1,98.000000
Uli,1,93.000000
Mali,1,100.000000
Sridhar & Smitha,1,97.000000
Joseph Vito,1,100.000000
Ays,1,95.000000
Moran,1,100.000000
Lindell,1,
Rudy,1,
Charlotte Simone,1,91.000000
Viktoria,1,87.000000
Tamas,1,95.000000
Zheng,1,
Party,1,
Shehab,1,77.000000
Darios,1,100.000000
Ottavio,1,
Fahd,1,100.000000
Bader,1,80.000000
Sandi,1,
Loyola,1,
Hijman,1,98.000000
Artur,1,
Rocco,1,100.000000
Denzel,1,
Shinta,1,100.000000
Krissy,1,
Anubisdelvalle,1,100.000000
Abhishek,1,96.500000
Marianne En Rogier,1,
Jasmeet,1,
Ayanleh,1,
Natalio,1,
Andrés,1,
Djen,1,
Hubertien,1,
Pers Anna,1,
Elif,1,98.000000
Henri & Mel,1,100.000000
Pjotr,1,99.000000
Sonya,1,100.000000
Eglė,1,100.000000
Lok,1,
Edmee,1,98.000000
Freija,1,100.000000
Prin,1,98.000000
Ad,1,99.600000
Angelien,1,95.000000
Safak,1,100.000000
An,1,96.000000
Nicolaas,1,95.500000
Mamou,1,100.000000
Jurrian,1,100.000000
Santiago,1,90.000000
Eltjo (& Linda),1,93.000000
Wietje,1,100.000000
Jesus,1,
Sheena,1,
Jack & Semira,1,100.000000
Maruca,1,100.000000
Hoi-Kee,1,93.000000
Henrica,1,97.000000
Fab,1,93.000000
Lieke & Martijn,1,98.000000
Nieske,1,95.000000
Lieske,1,94.000000
Garbrich,1,95.000000
Donja,1,97.000000
Elli,1,93.000000
Sherida,1,100.000000
Anik,1,99.000000
Arden,1,95.000000
Karianne,1,98.000000
Christophe,1,97.000000
Michel En Remi,1,96.000000
Frank & Lisa,1,95.000000
Bertrand,1,99.000000
Celina,1,93.000000
Wenja&Gerben,1,
Elyne,1,89.000000
Mayke,1,98.000000
Lies,1,95.000000
Sjam,1,98.000000
Jeffrey & Iris,1,92.000000
Asja,1,95.000000
Bilgehan,1,
Timm,1,
Benedetta,1,
Teuntje,1,
Nadim,1,92.000000
Danae,1,
Roos Hanna,1,78.000000
Alizée,1,
Gino,1,100.000000
Jan Erik,1,80.000000
Gunnar Torfi,1,70.000000
Thadeo,1,94.000000
Anahi & Bart,1,94.000000
Vincent & Sapho,1,100.000000
Damla,1,
Marialaura,1,100.000000
Gordon,1,99.000000
Lyor,1,80.000000
Choi Mi & Jonathan,1,100.000000
Hillie,1,100.000000
Nicholas,1,100.000000
Thera,1,92.000000
Melsson,1,97.000000
Kirk & Lulu,1,
Biondi,1,
Swaantje,1,97.000000
Zuzana,1,91.000000
Thomas + Bibi,1,100.000000
Savine,1,96.000000
Zaida,1,70.000000
Raldy,1,89.000000
Guendalina,1,96.000000
Merit & Jelle,1,97.000000
Jurgita,1,97.000000
Orestis,1,
Machiel & Marjolein,1,97.000000
Martin&Marzanna,1,99.000000
Franco,1,100.000000
Stanley,1,80.000000
Ilka & Bart,1,97.000000
Mante,1,100.000000
Fru,1,
Jis,1,97.000000
Maja And Francesc,1,99.000000
Anya,1,100.000000
Loris,1,97.000000
Arjen & Lisa,1,92.000000
Jetske,1,93.000000
Lyndall,1,97.000000
Sylvester,1,100.000000
Koenie,1,100.000000
Neringa,1,100.000000
Iliana,1,100.000000
Faisal,1,97.000000
Eefke,1,94.000000
Burton,1,100.000000
Leonadrus Antonius,1,
ShortStay Travel,1,89.000000
Rhett,1,80.000000
Blue Infinity,1,77.000000
Erjon,1,90.000000
Marc And Vanessa,1,80.000000
Karim,1,97.000000
Wanne,1,100.000000
Rolf & Claar,1,94.000000
Todd,1,100.000000
Franck,1,95.000000
Wiebe Jan,1,
Sabien,1,98.500000
Sheryl,1,90.000000
Lineke,1,95.000000
Achelle,1,
Joe,1,92.000000
Lara & Marco,1,89.000000
Floriane,1,94.000000
Her,1,98.000000
Quinty & Yore,1,97.000000
Xer,1,100.000000
Silas,1,96.000000
Nine,1,97.000000
Tamana,1,100.000000
Marja,1,95.200000
Daniel & Nina,1,94.000000
Karsten,1,95.000000
Annabel,1,96.250000
Ruud & Esmeralda,1,97.000000
Fokkelien,1,100.000000
Finist & Irene,1,91.000000
Cees&Co,1,95.000000
Jossien,1,100.000000
Ingar & Maarten,1,95.000000
Janus,1,97.000000
Katty,1,99.000000
Hugo R,1,97.000000
Watse,1,100.000000
Menke,1,95.000000
Flavien,1,80.000000
Wiggert,1,100.000000
Dirkjan,1,90.000000
Sjakie,1,83.000000
Yafit,1,100.000000
Petra & Pepijn,1,97.000000
Darius,1,93.000000
Sandrina,1,92.000000
Slavko,1,95.000000
Sadaf,1,97.000000
Coen & Simone,1,94.000000
Birgit,1,91.333333
Wendelien,1,100.000000
Chananja,1,
Claire & Mischa,1,93.000000
Rutger Jan,1,
Conchita,1,
Pilou,1,96.000000
Janne & Timon,1,96.000000
Alexandra & Andrew,1,90.000000
Tommie,1,100.000000
Dror,1,95.000000
Leen,1,
Liselore,1,94.000000
Pieter & Pascal,1,98.000000
Lynette,1,100.000000
Princess,1,94.000000
Rowan,1,93.000000
Emilio,1,
Joppe And Janike,1,100.000000
Noëlle,1,94.000000
Xanthe Chantal,1,94.000000
Narel,1,93.000000
Amel,1,92.000000
Melinda,1,100.000000
Tino,1,80.000000
Irisa,1,93.000000
Remus,1,90.000000
Magali & Tom,1,98.000000
Nuri,1,97.000000
Kiek,1,96.000000
Félix,1,99.000000
Korosh,1,
Louter,1,99.000000
Klara,1,98.000000
Y,1,91.000000
Dominika,1,96.000000
Hulya,1,100.000000
Nadav,1,95.000000
Peter-Paul,1,96.000000
Haiko & Fleur,1,99.000000
Giannis,1,90.000000
Karl.,1,100.000000
Arwen,1,99.000000
Frido,1,80.000000
Elsebé,1,95.000000
Viv (Welcome Back),1,87.000000
Ivon,1,90.000000
Jelle & Josine,1,96.000000
Amy/Anna-Marie,1,93.000000
Elaira,1,89.000000
Jannes,1,95.000000
Rixt,1,99.500000
Pim & Juan,1,98.000000
Eemke,1,95.000000
Marinde,1,90.000000
Floris & Alicja,1,100.000000
Aalt,1,88.000000
Ais,1,84.000000
Pia,1,
Haye,1,87.000000
Philo,1,97.000000
Buket,1,96.000000
Willem-Jan,1,
Cin,1,60.000000
Benedicte,1,97.000000
Luchiena,1,97.000000
Dinky,1,98.000000
Alida,1,100.000000
Merel En Ward,1,100.000000
Constant,1,97.000000
Meie,1,94.000000
Ven,1,95.000000
Jocelyn,1,100.000000
Mariska & Arthur,1,98.000000
Jeanet,1,94.000000
Clynn,1,100.000000
Neomie,1,100.000000
Shyam,1,96.000000
Sherien,1,99.000000
Nick & Kirsten,1,97.000000
Lennaert&Andrea,1,100.000000
Sana-Roc,1,96.000000
Maryam,1,98.000000
Jessey,1,95.000000
Arnab,1,
Bior,1,96.000000
Lindsy,1,98.000000
Marle,1,92.000000
Parisa,1,98.000000
Quintus,1,96.000000
Shaun,1,91.000000
Guy&Bianca,1,
Klaas Jan,1,100.000000
Rosanne & Els,1,99.000000
Maryan,1,90.000000
Regina & Eric,1,99.000000
Marie Rosenkrantz,1,
Jorne,1,100.000000
Dorothé,1,
Johan Buskov,1,
Timpe,1,100.000000
Daniëlla,1,100.000000
Ollie,1,100.000000
Maria & Arno,1,100.000000
Tesse,1,100.000000
Claudine,1,95.500000
W,1,83.500000
Bette,1,100.000000
Nayomi,1,
Alfons,1,87.000000
Leonoor,1,
Jumoke,1,
Tugba,1,
Titus (BNBservice),1,100.000000
Amilcar Michel,1,100.000000
Lucia,1,100.000000
Diepak,1,73.000000
Anitra,1,
Rupali,1,
Shan,1,100.000000
Taco En Blanche,1,
Howie,1,
Jianna,1,
Mohanad,1,
Garrett,1,
Blairi,1,
Mariana & Rob,1,
Shauna,1,97.000000
Linn,1,100.000000
Peter Paul,1,
Rosan,1,99.333333
Tiny,1,100.000000
Dai,1,87.000000
Barney,1,100.000000
Grethe,1,100.000000
Annick,1,97.000000
Mareike,1,100.000000
Cati,1,100.000000
Eleenka,1,100.000000
Margarida,1,100.000000
Whitney,1,80.000000
Emanuel,1,89.000000
Cerva,1,77.000000
Rho,1,90.000000
Keesjan  Visser,1,100.000000
Hofman's,1,
Hugh,1,
Rabia,1,85.000000
Chantal-Marie,1,91.000000
Robert & Marieke,1,100.000000
Nicci,1,100.000000
David & Marijke,1,100.000000
Ro,1,78.500000
Sjanne,1,100.000000
Trix,1,100.000000
Renana,1,
Manita,1,100.000000
Bob & Lisa,1,100.000000
Thijn,1,100.000000
Isis,1,100.000000
Annelous,1,
Harman,1,
Floris En Petra,1,100.000000
Meggie,1,98.000000
Nimue,1,93.000000
Hasti,1,100.000000
Ezra,1,95.000000
BoresMeike,1,98.000000
Adi,1,97.333333
Gerben,1,92.000000
Ray Anthony,1,
Wieger,1,100.000000
Rubie,1,100.000000
Joppe,1,91.000000
Bregje,1,98.250000
Nana,1,98.333333
Jerry May,1,95.000000
Jillian,1,97.000000
Marlene,1,98.000000
Veerle En Jurriaan,1,
San,1,93.333333
Noralie,1,100.000000
Carline,1,90.000000
Jetty,1,83.000000
Wencke,1,100.000000
Meko,1,97.000000
